,Num_DRS,DRS,Num_GVE,GVE,Num_Região_Saúde,RegiãodeSaúde,Município,SE01,SE02,SE03,SE04,SE05,SE06,SE07,SE08,SE09,SE10,SE11,SE12,SE13
0,9,Marília,XIX,MARÍLIA,35091,ADAMANTINA,350010 Adamantina,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35156,JOSÉ BONIFÁCIO,350020 Adolfo,0,0,0,0,0,0,0,0,0,0,0,0,0
2,14,São João da Boa Vista,XXVI,SÃO JOÃO DA BOA VISTA,35142,MANTIQUEIRA,350030 Aguaí,0,0,0,0,0,0,0,0,0,0,0,0,0
3,14,São João da Boa Vista,XXVI,SÃO JOÃO DA BOA VISTA,35142,MANTIQUEIRA,350040 Águas da Prata,0,0,0,0,0,0,0,0,0,0,0,0,0
4,7,Campinas,XVII,CAMPINAS,35074,CIRCUITO DAS AGUAS,350050 Águas de Lindóia,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6,Bauru,XVI,BOTUCATU,35061,VALE DO JURUMIRIM,350055 Águas de Santa Bárbara,0,0,0,0,0,0,0,0,0,0,0,0,0
6,10,Piracicaba,XX,PIRACICABA,35103,PIRACICABA,350060 Águas de São Pedro,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6,Bauru,XV,BAURU,35062,BAURU,350070 Agudos,0,0,0,0,0,0,0,0,0,0,0,0,0
8,16,Sorocaba,XXXI,SOROCABA,35161,ITAPETININGA,350075 Alambari,0,0,0,0,0,0,0,0,0,0,0,0,0
9,11,Presidente Prudente,XXI,PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,350080 Alfredo Marcondes,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5,Barretos,XIV,BARRETOS,35051,NORTE-BARRETOS,350090 Altair,0,0,0,0,0,0,0,0,0,0,0,0,0
11,13,Riberão Preto,XXIV,RIBEIRÃO PRETO,35133,VALE DAS CACHOEIRAS,350100 Altinópolis,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2,Araçatuba,XI,ARAÇATUBA,35023,CONSÓRCIOS DO DRS II,350110 Alto Alegre,0,0,0,0,0,0,0,0,0,0,0,0,0
13,16,Sorocaba,XXXI,SOROCABA,35163,SOROCABA,350115 Alumínio,0,0,0,0,0,0,0,0,0,0,0,0,0
14,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35157,VOTUPORANGA,350120 Álvares Florence,0,0,0,0,0,0,0,0,0,0,0,0,0
15,11,Presidente Prudente,XXI,PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,350130 Álvares Machado,0,0,0,0,0,0,0,0,0,0,0,0,0
16,9,Marília,XIX,MARÍLIA,35093,MARÍLIA,350140 Álvaro de Carvalho,0,0,0,0,0,0,0,0,0,0,0,0,0
17,9,Marília,XIX,MARÍLIA,35093,MARÍLIA,350150 Alvinlândia,0,0,0,0,0,0,0,0,0,0,0,0,0
18,7,Campinas,XVII,CAMPINAS,35072,REG METRO CAMPINAS,350160 Americana,0,0,0,0,0,0,0,0,1,0,0,0,0
19,3,Araraquara,XII,ARARAQUARA,35031,CENTRAL DO DRS III,350170 Américo Brasiliense,0,0,0,0,0,0,0,0,0,0,0,0,0
20,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35157,VOTUPORANGA,350180 Américo de Campos,0,0,1,0,0,0,0,0,0,0,0,0,0
21,7,Campinas,XVII,CAMPINAS,35074,CIRCUITO DAS AGUAS,350190 Amparo,0,0,0,0,0,0,0,0,0,0,0,0,0
22,10,Piracicaba,XX,PIRACICABA,35104,RIO CLARO,350200 Analândia,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2,Araçatuba,XI,ARAÇATUBA,35022,LAGOS DO DRS II,350210 Andradina,0,0,0,0,0,0,0,0,0,0,0,0,0
24,16,Sorocaba,XXXI,SOROCABA,35161,ITAPETININGA,350220 Angatuba,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6,Bauru,XVI,BOTUCATU,35063,POLO CUESTA,350230 Anhembi,0,0,0,0,0,0,0,0,0,0,0,0,0
26,11,Presidente Prudente,XXI,PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,350240 Anhumas,0,0,0,0,0,0,0,0,0,0,0,0,0
27,17,Taubaté,XXXIII,TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,350250 Aparecida,0,0,0,0,0,0,0,0,0,1,0,0,0
28,15,São José do Rio Preto,XXX,JALES,35153,JALES,350260 Aparecida d'Oeste,0,0,0,0,0,0,0,0,0,0,0,0,0
29,16,Sorocaba,XXXII,ITAPEVA,35162,ITAPEVA,350270 Apiaí,0,0,0,0,0,0,0,0,0,0,0,0,0
30,16,Sorocaba,XXXI,SOROCABA,35163,SOROCABA,350275 Araçariguama,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,Araçatuba,XI,ARAÇATUBA,35021,CENTRAL DO DRS II,350280 Araçatuba,0,0,0,0,0,0,0,0,0,0,0,0,0
32,16,Sorocaba,XXXI,SOROCABA,35163,SOROCABA,350290 Araçoiaba da Serra,0,0,0,0,0,0,0,0,0,0,0,0,0
33,8,Franca,XVIII,FRANCA,35083,ALTA MOGIANA,350300 Aramina,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,Bauru,XVI,BOTUCATU,35061,VALE DO JURUMIRIM,350310 Arandu,0,0,0,0,0,0,0,0,0,0,0,0,0
35,17,Taubaté,XXXIII,TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,350315 Arapeí,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,Araraquara,XII,ARARAQUARA,35031,CENTRAL DO DRS III,350320 Araraquara,0,0,0,0,1,0,0,0,0,0,0,0,0
37,10,Piracicaba,XX,PIRACICABA,35101,ARARAS,350330 Araras,0,0,0,0,0,0,0,0,0,0,0,0,0
38,9,Marília,XIX,MARÍLIA,35095,TUPÃ,350335 Arco-Íris,0,0,0,0,0,0,0,0,0,0,0,0,0
39,6,Bauru,XV,BAURU,35062,BAURU,350340 Arealva,0,0,0,0,0,0,0,0,0,0,0,0,0
40,17,Taubaté,XXXIII,TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,350350 Areias,0,0,0,0,0,0,0,0,0,0,0,0,0
41,6,Bauru,XVI,BOTUCATU,35063,POLO CUESTA,350360 Areiópolis,0,0,0,0,0,0,0,0,0,0,0,0,0
42,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35151,CATANDUVA,350370 Ariranha,0,0,0,0,0,0,0,0,0,0,0,0,0
43,7,Campinas,XVII,CAMPINAS,35072,REG METRO CAMPINAS,350380 Artur Nogueira,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,São Paulo,VIII,MOGI DAS CRUZES,35011,ALTO DO TIETÊ,350390 Arujá,0,0,0,0,0,0,0,0,0,0,0,0,0
45,15,São José do Rio Preto,XXX,JALES,35153,JALES,350395 Aspásia,0,0,0,0,0,0,0,0,0,0,0,0,0
46,9,Marília,XIII,ASSIS,35092,ASSIS,350400 Assis,0,0,0,0,0,0,0,0,0,0,0,0,0
47,7,Campinas,XVII,CAMPINAS,35071,BRAGANÇA,350410 Atibaia,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2,Araçatuba,XI,ARAÇATUBA,35021,CENTRAL DO DRS II,350420 Auriflama,0,0,0,0,0,0,0,0,0,0,0,0,0
49,6,Bauru,XV,BAURU,35062,BAURU,350430 Avaí,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2,Araçatuba,XI,ARAÇATUBA,35023,CONSÓRCIOS DO DRS II,350440 Avanhandava,0,0,0,0,0,0,0,0,0,0,0,0,0
51,6,Bauru,XVI,BOTUCATU,35061,VALE DO JURUMIRIM,350450 Avaré,0,0,0,0,0,0,0,0,0,0,0,0,0
52,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,350460 Bady Bassitt,0,0,0,0,0,0,0,0,0,0,0,0,0
53,6,Bauru,XV,BAURU,35062,BAURU,350470 Balbinos,0,0,0,0,0,0,0,0,0,0,0,0,0
54,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,350480 Bálsamo,0,0,0,0,0,0,0,0,0,0,0,0,0
55,17,Taubaté,XXXIII,TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,350490 Bananal,0,0,0,0,0,0,0,0,0,0,0,0,0
56,6,Bauru,XVI,BOTUCATU,35061,VALE DO JURUMIRIM,350500 Barão de Antonina,0,0,0,0,0,0,0,0,0,0,0,0,0
57,2,Araçatuba,XI,ARAÇATUBA,35023,CONSÓRCIOS DO DRS II,350510 Barbosa,0,0,0,0,0,0,0,0,0,0,0,0,0
58,6,Bauru,XV,BAURU,35064,JAU,350520 Bariri,0,0,0,0,0,0,0,0,0,0,0,0,0
59,6,Bauru,XV,BAURU,35064,JAU,350530 Barra Bonita,0,0,0,0,0,0,0,0,0,0,0,0,0
60,16,Sorocaba,XXXII,ITAPEVA,35162,ITAPEVA,350535 Barra do Chapéu,0,0,0,0,0,0,0,0,0,0,0,0,0
61,12,Registro,XXIII,REGISTRO,35121,VALE DO RIBEIRA,350540 Barra do Turvo,0,0,0,0,0,0,0,0,0,0,0,0,0
62,5,Barretos,XIV,BARRETOS,35051,NORTE-BARRETOS,350550 Barretos,1,0,1,1,1,1,3,3,8,8,9,4,5
63,13,Riberão Preto,XXIV,RIBEIRÃO PRETO,35131,HORIZONTE VERDE,350560 Barrinha,0,0,0,0,0,0,0,0,0,0,0,0,0
64,1,São Paulo,X,OSASCO,35014,ROTA DOS BANDEIRANTES,350570 Barueri,0,0,0,0,0,0,0,0,0,0,0,0,0
65,9,Marília,XIX,MARÍLIA,35095,TUPÃ,350580 Bastos,0,0,0,0,0,0,0,0,0,0,0,0,0
66,13,Riberão Preto,XXIV,RIBEIRÃO PRETO,35133,VALE DAS CACHOEIRAS,350590 Batatais,0,0,0,0,0,0,0,0,0,0,0,0,0
67,6,Bauru,XV,BAURU,35062,BAURU,350600 Bauru,0,0,0,0,0,0,0,0,0,0,0,0,0
68,5,Barretos,XIV,BARRETOS,35052,SUL-BARRETOS,350610 Bebedouro,0,0,0,0,0,0,0,0,0,0,0,0,0
69,2,Araçatuba,XI,ARAÇATUBA,35021,CENTRAL DO DRS II,350620 Bento de Abreu,0,0,0,0,0,0,0,0,0,0,0,0,0
70,9,Marília,XIII,ASSIS,35094,OURINHOS,350630 Bernardino de Campos,0,0,0,0,0,0,0,0,0,0,0,0,0
71,4,Baixada Santista,XXV,SANTOS,35041,BAIXADA SANTISTA,350635 Bertioga,0,0,0,0,0,0,0,1,0,0,0,0,0
72,2,Araçatuba,XI,ARAÇATUBA,35021,CENTRAL DO DRS II,350640 Bilac,0,0,0,0,0,0,0,0,0,0,0,0,0
73,2,Araçatuba,XI,ARAÇATUBA,35023,CONSÓRCIOS DO DRS II,350650 Birigui,0,0,0,0,0,0,0,0,0,0,0,0,0
74,1,São Paulo,VIII,MOGI DAS CRUZES,35011,ALTO DO TIETÊ,350660 Biritiba-Mirim,0,0,0,0,0,0,0,0,0,0,0,0,0
75,3,Araraquara,XII,ARARAQUARA,35031,CENTRAL DO DRS III,350670 Boa Esperança do Sul,0,0,0,0,0,0,0,0,0,0,0,0,0
76,6,Bauru,XV,BAURU,35064,JAU,350680 Bocaina,0,0,0,0,0,0,0,0,0,0,0,0,0
77,6,Bauru,XVI,BOTUCATU,35063,POLO CUESTA,350690 Bofete,0,0,0,0,0,0,0,0,0,0,0,0,0
78,16,Sorocaba,XXXI,SOROCABA,35163,SOROCABA,350700 Boituva,0,0,0,0,0,0,0,0,0,0,0,0,0
79,7,Campinas,XVII,CAMPINAS,35071,BRAGANÇA,350710 Bom Jesus dos Perdões,0,0,0,0,0,0,0,0,0,0,0,0,0
80,16,Sorocaba,XXXII,ITAPEVA,35162,ITAPEVA,350715 Bom Sucesso de Itararé,0,0,0,0,0,0,0,0,0,0,0,0,0
81,9,Marília,XIII,ASSIS,35092,ASSIS,350720 Borá,0,0,0,0,0,0,0,0,0,0,0,0,0
82,6,Bauru,XV,BAURU,35064,JAU,350730 Boracéia,0,0,0,0,0,0,0,0,0,0,0,0,0
83,3,Araraquara,XII,ARARAQUARA,35032,CENTRO OESTE DO DRS III,350740 Borborema,0,0,0,0,0,0,0,0,0,0,0,0,0
84,6,Bauru,XV,BAURU,35062,BAURU,350745 Borebi,0,0,0,0,0,0,0,0,0,0,0,0,0
85,6,Bauru,XVI,BOTUCATU,35063,POLO CUESTA,350750 Botucatu,0,0,0,0,0,0,0,0,0,0,0,0,0
86,7,Campinas,XVII,CAMPINAS,35071,BRAGANÇA,350760 Bragança Paulista,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2,Araçatuba,XI,ARAÇATUBA,35023,CONSÓRCIOS DO DRS II,350770 Braúna,0,0,0,0,0,0,0,0,1,0,0,0,0
88,2,Araçatuba,XI,ARAÇATUBA,35023,CONSÓRCIOS DO DRS II,350775 Brejo Alegre,0,0,0,0,0,0,0,0,0,0,0,0,0
89,13,Riberão Preto,XXIV,RIBEIRÃO PRETO,35133,VALE DAS CACHOEIRAS,350780 Brodósqui,0,0,0,0,0,0,0,0,0,0,0,0,0
90,6,Bauru,XV,BAURU,35064,JAU,350790 Brotas,0,0,0,0,0,0,0,0,0,0,0,0,0
91,16,Sorocaba,XXXII,ITAPEVA,35162,ITAPEVA,350800 Buri,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2,Araçatuba,XI,ARAÇATUBA,35023,CONSÓRCIOS DO DRS II,350810 Buritama,0,0,0,0,0,0,0,0,0,0,0,0,0
93,8,Franca,XVIII,FRANCA,35083,ALTA MOGIANA,350820 Buritizal,0,0,0,0,0,0,0,0,0,0,0,0,0
94,6,Bauru,XV,BAURU,35062,BAURU,350830 Cabrália Paulista,0,0,0,0,0,0,0,0,0,0,0,0,0
95,7,Campinas,XVII,CAMPINAS,35073,JUNDIAÍ,350840 Cabreúva,0,0,0,0,0,0,0,0,0,0,0,0,0
96,17,Taubaté,XXVII,SÃO JOSÉ DOS CAMPOS,35171,ALTO VALE DO PARAÍBA,350850 Caçapava,0,0,0,0,0,0,0,0,0,0,0,0,0
97,17,Taubaté,XXXIII,TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,350860 Cachoeira Paulista,0,0,0,0,0,0,0,0,0,0,0,0,0
98,14,São João da Boa Vista,XXVI,SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,350870 Caconde,0,0,0,0,0,0,0,0,0,0,0,0,0
99,6,Bauru,XV,BAURU,35065,LINS,350880 Cafelândia,0,0,0,0,0,0,0,0,0,0,0,0,0
100,11,Presidente Prudente,XXI,PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,350890 Caiabu,0,0,0,0,0,0,0,0,0,0,0,0,0
101,1,São Paulo,IX,FRANCO DA ROCHA,35012,FRANCO DA ROCHA,350900 Caieiras,0,0,0,0,0,0,0,0,0,0,0,0,0
102,11,Presidente Prudente,XXII,PRESIDENTE VENCESLAU,35114,EXTREMO OESTE PAULISTA,350910 Caiuá,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1,São Paulo,IX,FRANCO DA ROCHA,35012,FRANCO DA ROCHA,350920 Cajamar,0,0,0,0,0,0,0,0,0,0,0,0,0
104,12,Registro,XXIII,REGISTRO,35121,VALE DO RIBEIRA,350925 Cajati,0,0,0,0,0,1,0,0,0,0,0,0,0
105,5,Barretos,XIV,BARRETOS,35051,NORTE-BARRETOS,350930 Cajobi,0,0,0,0,0,0,0,0,0,0,0,0,0
106,13,Riberão Preto,XXIV,RIBEIRÃO PRETO,35133,VALE DAS CACHOEIRAS,350940 Cajuru,0,0,0,0,0,0,0,0,0,0,0,0,0
107,16,Sorocaba,XXXI,SOROCABA,35161,ITAPETININGA,350945 Campina do Monte Alegre,0,0,0,0,0,0,0,0,0,0,0,0,0
108,7,Campinas,XVII,CAMPINAS,35072,REG METRO CAMPINAS,350950 Campinas,0,0,0,0,0,0,1,0,0,0,0,0,0
109,7,Campinas,XVII,CAMPINAS,35073,JUNDIAÍ,350960 Campo Limpo Paulista,0,0,0,0,0,0,0,0,0,0,0,0,0
110,17,Taubaté,XXXIII,TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,350970 Campos do Jordão,0,0,0,0,0,0,0,0,0,0,0,0,0
111,9,Marília,XIX,MARÍLIA,35093,MARÍLIA,350980 Campos Novos Paulista,0,0,0,0,0,0,0,0,0,0,0,0,0
112,12,Registro,XXIII,REGISTRO,35121,VALE DO RIBEIRA,350990 Cananéia,0,0,0,0,0,0,1,0,0,0,0,0,0
113,17,Taubaté,XXXIII,TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,350995 Canas,0,0,0,0,0,0,0,0,0,0,0,0,0
114,9,Marília,XIII,ASSIS,35092,ASSIS,351000 Cândido Mota,0,0,0,0,0,0,0,0,0,0,0,0,0
115,3,Araraquara,XII,ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,0,0,0,0,0,0,0,0,0,0,0,0,0
116,9,Marília,XIII,ASSIS,35094,OURINHOS,351015 Canitar,0,0,0,0,0,0,0,0,0,0,0,0,0
117,16,Sorocaba,XXXI,SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,0,0,0,0,0,0,0,0,0,0,0,0,0
118,16,Sorocaba,XXXI,SOROCABA,35163,SOROCABA,351030 Capela do Alto,0,0,0,0,0,0,0,0,0,0,0,0,0
119,10,Piracicaba,XX,PIRACICABA,35103,PIRACICABA,351040 Capivari,0,0,0,0,0,0,0,0,0,0,0,0,0
120,17,Taubaté,XXVIII,CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,0,0,0,0,0,0,0,0,0,0,0,0,0
121,1,São Paulo,X,OSASCO,35014,ROTA DOS BANDEIRANTES,351060 Carapicuíba,0,0,0,0,0,0,0,0,0,0,0,0,0
122,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35157,VOTUPORANGA,351070 Cardoso,0,0,0,0,0,0,0,0,0,0,0,0,0
123,14,São João da Boa Vista,XXVI,SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,351080 Casa Branca,0,0,0,0,0,0,0,0,0,0,0,0,0
124,13,Riberão Preto,XXIV,RIBEIRÃO PRETO,35133,VALE DAS CACHOEIRAS,351090 Cássia dos Coqueiros,0,0,0,0,0,0,0,0,0,0,0,0,0
125,2,Araçatuba,XI,ARAÇATUBA,35022,LAGOS DO DRS II,351100 Castilho,0,0,0,0,0,0,0,0,0,0,0,0,0
126,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35151,CATANDUVA,351110 Catanduva,0,0,0,0,0,0,0,0,0,0,0,0,0
127,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35151,CATANDUVA,351120 Catiguá,0,0,0,0,0,0,0,0,0,0,0,0,0
128,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,351130 Cedral,0,0,0,0,0,0,0,0,0,0,0,0,0
129,6,Bauru,XVI,BOTUCATU,35061,VALE DO JURUMIRIM,351140 Cerqueira César,0,0,0,0,0,0,0,0,0,0,0,0,0
130,16,Sorocaba,XXXI,SOROCABA,35161,ITAPETININGA,351150 Cerquilho,0,0,0,0,0,0,0,0,0,0,0,0,0
131,16,Sorocaba,XXXI,SOROCABA,35161,ITAPETININGA,351160 Cesário Lange,0,0,0,0,0,0,0,0,0,0,0,0,0
132,10,Piracicaba,XX,PIRACICABA,35103,PIRACICABA,351170 Charqueada,0,0,0,0,0,0,0,0,0,0,0,0,0
133,2,Araçatuba,XI,ARAÇATUBA,35023,CONSÓRCIOS DO DRS II,351190 Clementina,0,0,0,0,0,0,0,0,0,0,0,0,0
134,5,Barretos,XIV,BARRETOS,35051,NORTE-BARRETOS,351200 Colina,0,0,0,0,0,0,1,0,1,0,0,0,0
135,5,Barretos,XIV,BARRETOS,35051,NORTE-BARRETOS,351210 Colômbia,0,0,0,0,0,0,0,0,0,0,0,0,0
136,10,Piracicaba,XX,PIRACICABA,35101,ARARAS,351220 Conchal,0,0,0,0,0,0,0,0,0,0,0,0,0
137,6,Bauru,XVI,BOTUCATU,35063,POLO CUESTA,351230 Conchas,0,0,0,0,0,0,0,0,0,0,0,0,0
138,10,Piracicaba,XX,PIRACICABA,35102,LIMEIRA,351240 Cordeirópolis,0,0,0,0,0,0,0,0,0,1,0,0,0
139,2,Araçatuba,XI,ARAÇATUBA,35023,CONSÓRCIOS DO DRS II,351250 Coroados,0,0,0,0,0,0,0,0,0,0,0,0,0
140,6,Bauru,XVI,BOTUCATU,35061,VALE DO JURUMIRIM,351260 Coronel Macedo,0,0,0,0,0,0,0,0,0,1,0,0,0
141,10,Piracicaba,XX,PIRACICABA,35104,RIO CLARO,351270 Corumbataí,0,0,0,0,1,0,0,0,0,0,0,0,0
142,7,Campinas,XVII,CAMPINAS,35072,REG METRO CAMPINAS,351280 Cosmópolis,0,0,0,0,0,0,0,0,0,0,0,0,0
143,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35157,VOTUPORANGA,351290 Cosmorama,0,0,0,0,0,0,0,0,0,0,0,0,0
144,1,São Paulo,X,OSASCO,35013,MANANCIAIS,351300 Cotia,0,0,0,0,0,0,0,0,1,0,0,0,0
145,13,Riberão Preto,XXIV,RIBEIRÃO PRETO,35132,AQUÍFERO GUARANI,351310 Cravinhos,0,0,0,0,0,0,0,0,0,0,0,0,0
146,8,Franca,XVIII,FRANCA,35081,TRÊS COLINAS,351320 Cristais Paulista,0,0,0,0,0,0,0,0,0,0,0,0,0
147,9,Marília,XIII,ASSIS,35092,ASSIS,351330 Cruzália,0,0,0,0,0,0,0,0,0,0,0,0,0
148,17,Taubaté,XXXIII,TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,351340 Cruzeiro,0,0,0,0,0,0,0,0,0,0,0,0,0
149,4,Baixada Santista,XXV,SANTOS,35041,BAIXADA SANTISTA,351350 Cubatão,0,0,0,0,0,0,0,0,0,0,0,0,0
150,17,Taubaté,XXXIII,TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,351360 Cunha,0,0,0,0,0,0,0,0,0,0,0,0,0
151,3,Araraquara,XII,ARARAQUARA,35034,CORAÇÃO DO DRS III,351370 Descalvado,0,0,0,0,0,0,0,0,0,0,0,0,0
152,1,São Paulo,VII,SANTO ANDRÉ,35015,GRANDE ABC,351380 Diadema,0,0,0,0,0,1,0,0,0,0,0,0,0
153,15,São José do Rio Preto,XXX,JALES,35153,JALES,351385 Dirce Reis,0,0,0,0,0,0,0,0,0,0,0,0,0
154,14,São João da Boa Vista,XXVI,SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,351390 Divinolândia,0,0,0,0,0,0,0,0,0,0,0,0,0
155,3,Araraquara,XII,ARARAQUARA,35033,NORTE DO DRS III,351400 Dobrada,0,0,0,0,0,0,0,0,0,0,0,0,0
156,6,Bauru,XV,BAURU,35064,JAU,351410 Dois Córregos,0,0,0,0,0,0,0,0,0,0,0,0,0
157,15,São José do Rio Preto,XXX,JALES,35153,JALES,351420 Dolcinópolis,0,0,0,0,0,0,0,0,0,0,0,0,0
158,3,Araraquara,XII,ARARAQUARA,35034,CORAÇÃO DO DRS III,351430 Dourado,0,0,0,0,0,0,0,0,0,0,0,0,0
159,11,Presidente Prudente,XXII,PRESIDENTE VENCESLAU,35111,ALTA PAULISTA,351440 Dracena,0,0,0,0,0,0,0,0,0,0,0,0,0
160,6,Bauru,XV,BAURU,35062,BAURU,351450 Duartina,0,0,0,0,0,0,0,0,0,0,0,0,0
161,13,Riberão Preto,XXIV,RIBEIRÃO PRETO,35131,HORIZONTE VERDE,351460 Dumont,0,0,0,0,0,0,0,0,0,0,0,0,0
162,9,Marília,XIX,MARÍLIA,35093,MARÍLIA,351470 Echaporã,0,0,0,0,0,0,0,0,0,0,0,0,0
163,12,Registro,XXIII,REGISTRO,35121,VALE DO RIBEIRA,351480 Eldorado,0,0,0,0,0,0,0,0,0,0,0,0,0
164,10,Piracicaba,XX,PIRACICABA,35103,PIRACICABA,351490 Elias Fausto,0,0,0,0,0,0,0,0,0,0,0,0,0
