,Num_DRS,DRS,Num_GVE,GVE,Num_Região_Saúde,RegiãodeSaúde,Município,SE01,SE02,SE03,SE04,SE05,SE06,SE07,SE08,SE09,SE10,SE11,SE12,SE13
488,16,Sorocaba,XXXII,ITAPEVA,35162,ITAPEVA,354350 Riversul,0,0,0,0,0,0,0,0,0,0,0,0,0
489,8,Franca,XVIII,FRANCA,35081,TRÊS COLINAS,354360 Rifaina,0,0,0,0,0,0,0,0,0,0,0,0,0
490,3,Araraquara,XII,ARARAQUARA,35031,CENTRAL DO DRS III,354370 Rincão,0,0,0,0,0,0,0,0,0,0,0,0,0
491,9,Marília,XIX,MARÍLIA,35095,TUPÃ,354380 Rinópolis,0,0,0,0,0,0,0,0,0,0,0,0,0
492,10,Piracicaba,XX,PIRACICABA,35104,RIO CLARO,354390 Rio Claro,0,0,0,0,0,0,0,0,0,0,0,0,0
493,10,Piracicaba,XX,PIRACICABA,35103,PIRACICABA,354400 Rio das Pedras,0,0,0,0,0,0,0,0,0,0,0,0,0
494,1,São Paulo,VII,SANTO ANDRÉ,35015,GRANDE ABC,354410 Rio Grande da Serra,0,0,0,0,0,0,0,0,0,0,0,0,0
495,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35157,VOTUPORANGA,354420 Riolândia,0,0,0,0,0,0,0,0,0,0,0,0,0
496,11,Presidente Prudente,XXII,PRESIDENTE VENCESLAU,35115,PONTAL DO PARANAPANEMA,354425 Rosana,0,0,0,0,0,0,0,0,0,0,0,0,0
497,17,Taubaté,XXXIII,TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,354430 Roseira,0,0,0,0,0,0,0,0,0,0,0,0,0
498,2,Araçatuba,XI,ARAÇATUBA,35021,CENTRAL DO DRS II,354440 Rubiácea,0,0,0,0,0,0,0,0,0,0,0,0,0
499,15,São José do Rio Preto,XXX,JALES,35152,SANTA FÉ DO SUL,354450 Rubinéia,0,0,0,0,0,0,0,0,0,0,0,0,0
500,6,Bauru,XV,BAURU,35065,LINS,354460 Sabino,0,0,0,0,0,0,0,0,0,0,0,0,0
501,9,Marília,XIX,MARÍLIA,35091,ADAMANTINA,354470 Sagres,0,0,0,0,0,0,0,0,0,0,0,0,0
502,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35151,CATANDUVA,354480 Sales,0,0,0,0,0,0,0,0,0,0,0,0,0
503,8,Franca,XVIII,FRANCA,35082,ALTA ANHANGUERA,354490 Sales Oliveira,0,0,0,0,0,0,0,0,0,0,0,0,0
504,1,São Paulo,VIII,MOGI DAS CRUZES,35011,ALTO DO TIETÊ,354500 Salesópolis,0,0,0,0,0,0,0,0,0,0,0,0,0
505,9,Marília,XIX,MARÍLIA,35091,ADAMANTINA,354510 Salmourão,0,0,0,0,0,0,0,0,0,0,0,0,0
506,10,Piracicaba,XX,PIRACICABA,35103,PIRACICABA,354515 Saltinho,0,0,0,0,0,0,0,0,0,0,0,0,0
507,16,Sorocaba,XXXI,SOROCABA,35163,SOROCABA,354520 Salto,0,0,0,0,0,0,0,0,0,0,0,0,0
508,16,Sorocaba,XXXI,SOROCABA,35163,SOROCABA,354530 Salto de Pirapora,0,0,0,0,0,0,0,0,0,0,0,0,0
509,9,Marília,XIII,ASSIS,35094,OURINHOS,354540 Salto Grande,0,0,0,0,0,0,0,0,0,0,0,0,0
510,11,Presidente Prudente,XXI,PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,354550 Sandovalina,0,0,0,0,0,0,0,0,0,0,0,0,0
511,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35151,CATANDUVA,354560 Santa Adélia,0,0,0,0,0,0,0,0,0,0,0,0,0
512,15,São José do Rio Preto,XXX,JALES,35153,JALES,354570 Santa Albertina,0,0,0,0,0,0,0,0,0,0,0,0,0
513,7,Campinas,XVII,CAMPINAS,35072,REG METRO CAMPINAS,354580 Santa Bárbara d'Oeste,0,0,0,0,0,0,0,0,0,0,0,0,0
514,17,Taubaté,XXVII,SÃO JOSÉ DOS CAMPOS,35171,ALTO VALE DO PARAÍBA,354600 Santa Branca,0,0,0,0,0,0,0,0,0,0,0,0,0
515,15,São José do Rio Preto,XXX,JALES,35152,SANTA FÉ DO SUL,354610 Santa Clara d'Oeste,0,0,0,0,0,0,0,0,0,0,0,0,0
516,10,Piracicaba,XX,PIRACICABA,35101,ARARAS,354620 Santa Cruz da Conceição,0,0,0,0,0,0,0,0,0,0,0,0,0
517,13,Riberão Preto,XXIV,RIBEIRÃO PRETO,35133,VALE DAS CACHOEIRAS,354625 Santa Cruz da Esperança,0,0,0,0,0,0,0,0,0,0,0,0,0
518,14,São João da Boa Vista,XXVI,SÃO JOÃO DA BOA VISTA,35142,MANTIQUEIRA,354630 Santa Cruz das Palmeiras,0,0,0,0,0,0,0,0,0,0,0,0,0
519,9,Marília,XIII,ASSIS,35094,OURINHOS,354640 Santa Cruz do Rio Pardo,0,0,0,0,0,0,0,0,0,0,0,0,0
520,3,Araraquara,XII,ARARAQUARA,35033,NORTE DO DRS III,354650 Santa Ernestina,0,0,0,0,0,0,0,0,0,0,0,0,0
521,15,São José do Rio Preto,XXX,JALES,35152,SANTA FÉ DO SUL,354660 Santa Fé do Sul,0,0,0,0,0,0,2,0,0,0,0,0,0
522,10,Piracicaba,XX,PIRACICABA,35104,RIO CLARO,354670 Santa Gertrudes,0,0,0,0,0,0,0,0,0,0,0,0,0
523,1,São Paulo,VIII,MOGI DAS CRUZES,35011,ALTO DO TIETÊ,354680 Santa Isabel,0,0,0,0,0,0,0,0,0,0,0,0,0
524,3,Araraquara,XII,ARARAQUARA,35031,CENTRAL DO DRS III,354690 Santa Lúcia,0,0,0,0,0,0,0,0,0,0,0,0,0
525,10,Piracicaba,XX,PIRACICABA,35103,PIRACICABA,354700 Santa Maria da Serra,0,0,0,0,0,0,0,0,0,0,0,0,0
526,11,Presidente Prudente,XXII,PRESIDENTE VENCESLAU,35111,ALTA PAULISTA,354710 Santa Mercedes,0,0,0,0,0,0,0,0,0,0,0,0,0
527,15,São José do Rio Preto,XXX,JALES,35153,JALES,354720 Santana da Ponte Pensa,0,0,0,0,0,0,0,0,0,0,0,0,0
528,1,São Paulo,X,OSASCO,35014,ROTA DOS BANDEIRANTES,354730 Santana de Parnaíba,0,0,0,0,0,0,0,0,0,0,0,0,0
529,15,São José do Rio Preto,XXX,JALES,35152,SANTA FÉ DO SUL,354740 Santa Rita d'Oeste,0,0,0,0,0,0,0,0,0,0,0,0,0
530,13,Riberão Preto,XXIV,RIBEIRÃO PRETO,35132,AQUÍFERO GUARANI,354750 Santa Rita do Passa Quatro,0,0,0,0,0,0,0,0,0,0,0,0,0
531,13,Riberão Preto,XXIV,RIBEIRÃO PRETO,35132,AQUÍFERO GUARANI,354760 Santa Rosa de Viterbo,0,0,0,0,0,0,0,0,0,0,0,0,0
532,15,São José do Rio Preto,XXX,JALES,35153,JALES,354765 Santa Salete,0,0,0,0,0,0,0,0,0,0,0,0,0
533,11,Presidente Prudente,XXI,PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,354770 Santo Anastácio,0,0,0,0,0,0,0,0,0,0,0,0,0
534,1,São Paulo,VII,SANTO ANDRÉ,35015,GRANDE ABC,354780 Santo André,0,0,0,0,0,0,0,0,0,1,0,0,0
535,13,Riberão Preto,XXIV,RIBEIRÃO PRETO,35133,VALE DAS CACHOEIRAS,354790 Santo Antônio da Alegria,0,0,0,0,0,0,0,0,0,0,0,0,0
536,7,Campinas,XVII,CAMPINAS,35072,REG METRO CAMPINAS,354800 Santo Antônio de Posse,0,0,0,0,0,0,0,0,0,0,0,0,0
537,2,Araçatuba,XI,ARAÇATUBA,35021,CENTRAL DO DRS II,354805 Santo Antônio do Aracanguá,0,0,0,0,0,0,0,0,0,0,0,0,0
538,14,São João da Boa Vista,XXVI,SÃO JOÃO DA BOA VISTA,35142,MANTIQUEIRA,354810 Santo Antônio do Jardim,0,0,0,0,0,0,0,0,0,0,0,0,0
539,17,Taubaté,XXXIII,TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,354820 Santo Antônio do Pinhal,0,0,0,0,0,0,0,0,0,0,0,0,0
540,11,Presidente Prudente,XXI,PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,354830 Santo Expedito,0,0,0,0,0,0,0,0,0,0,0,0,0
541,2,Araçatuba,XI,ARAÇATUBA,35023,CONSÓRCIOS DO DRS II,354840 Santópolis do Aguapeí,0,0,0,0,0,1,0,0,0,1,2,0,0
542,4,Baixada Santista,XXV,SANTOS,35041,BAIXADA SANTISTA,354850 Santos,3,3,0,0,0,1,3,0,0,0,1,2,0
543,17,Taubaté,XXXIII,TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,354860 São Bento do Sapucaí,0,0,0,0,0,0,0,0,0,0,0,0,0
544,1,São Paulo,VII,SANTO ANDRÉ,35015,GRANDE ABC,354870 São Bernardo do Campo,0,0,0,0,0,0,0,0,0,1,0,0,0
545,1,São Paulo,VII,SANTO ANDRÉ,35015,GRANDE ABC,354880 São Caetano do Sul,0,0,0,0,0,0,0,0,0,0,0,0,0
546,3,Araraquara,XII,ARARAQUARA,35034,CORAÇÃO DO DRS III,354890 São Carlos,0,0,0,0,0,0,0,0,0,0,0,0,0
547,15,São José do Rio Preto,XXX,JALES,35153,JALES,354900 São Francisco,0,0,0,0,0,0,0,0,0,0,0,0,0
548,14,São João da Boa Vista,XXVI,SÃO JOÃO DA BOA VISTA,35142,MANTIQUEIRA,354910 São João da Boa Vista,0,0,0,0,0,0,0,0,0,0,0,0,0
549,15,São José do Rio Preto,XXX,JALES,35154,FERNANDÓPOLIS,354920 São João das Duas Pontes,0,0,0,0,0,0,0,0,0,0,0,0,0
550,15,São José do Rio Preto,XXX,JALES,35154,FERNANDÓPOLIS,354925 São João de Iracema,0,0,0,0,0,0,0,0,0,0,0,0,0
551,11,Presidente Prudente,XXII,PRESIDENTE VENCESLAU,35111,ALTA PAULISTA,354930 São João do Pau d'Alho,0,0,0,0,0,0,0,0,0,0,0,0,0
552,8,Franca,XVIII,FRANCA,35082,ALTA ANHANGUERA,354940 São Joaquim da Barra,0,0,0,0,0,0,0,0,0,0,0,0,0
553,8,Franca,XVIII,FRANCA,35081,TRÊS COLINAS,354950 São José da Bela Vista,0,0,0,0,0,0,0,0,0,0,0,0,0
554,17,Taubaté,XXXIII,TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,354960 São José do Barreiro,0,0,0,0,0,0,0,0,0,0,0,0,0
555,14,São João da Boa Vista,XXVI,SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,354970 São José do Rio Pardo,0,0,0,0,0,0,0,0,0,0,0,0,0
556,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,354980 São José do Rio Preto,0,0,0,0,0,0,0,0,0,0,0,0,0
557,17,Taubaté,XXVII,SÃO JOSÉ DOS CAMPOS,35171,ALTO VALE DO PARAÍBA,354990 São José dos Campos,0,0,1,1,0,1,0,0,0,0,0,0,0
558,1,São Paulo,X,OSASCO,35013,MANANCIAIS,354995 São Lourenço da Serra,0,0,0,0,0,0,0,0,0,0,0,0,0
559,17,Taubaté,XXXIII,TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,355000 São Luís do Paraitinga,0,0,0,0,0,0,0,0,0,0,0,0,0
560,6,Bauru,XVI,BOTUCATU,35063,POLO CUESTA,355010 São Manuel,0,0,0,0,0,0,0,0,0,0,0,0,0
561,16,Sorocaba,XXXI,SOROCABA,35161,ITAPETININGA,355020 São Miguel Arcanjo,0,0,0,0,0,0,0,0,0,0,0,0,0
562,1,São Paulo,I,CAPITAL,35016,SÃO PAULO,355030 São Paulo,1,0,0,0,0,1,2,2,6,1,4,1,1
563,10,Piracicaba,XX,PIRACICABA,35103,PIRACICABA,355040 São Pedro,0,0,0,0,0,0,0,0,0,0,0,0,0
564,9,Marília,XIII,ASSIS,35094,OURINHOS,355050 São Pedro do Turvo,0,0,0,0,0,0,0,0,0,0,0,0,0
565,16,Sorocaba,XXXI,SOROCABA,35163,SOROCABA,355060 São Roque,0,0,0,0,0,0,0,0,0,0,0,0,0
566,17,Taubaté,XXVIII,CARAGUATATUBA,35173,LITORAL NORTE,355070 São Sebastião,0,0,0,0,0,0,0,0,0,0,0,0,0
567,14,São João da Boa Vista,XXVI,SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,355080 São Sebastião da Grama,0,0,0,0,0,0,0,0,0,0,0,0,0
568,13,Riberão Preto,XXIV,RIBEIRÃO PRETO,35132,AQUÍFERO GUARANI,355090 São Simão,0,0,0,0,0,0,0,0,0,0,0,0,0
569,4,Baixada Santista,XXV,SANTOS,35041,BAIXADA SANTISTA,355100 São Vicente,1,2,4,1,2,2,2,2,0,1,3,0,0
570,16,Sorocaba,XXXI,SOROCABA,35161,ITAPETININGA,355110 Sarapuí,0,0,0,0,0,0,0,0,0,0,0,0,0
571,6,Bauru,XVI,BOTUCATU,35061,VALE DO JURUMIRIM,355120 Sarutaiá,0,0,0,0,0,0,0,0,0,0,0,0,0
572,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35157,VOTUPORANGA,355130 Sebastianópolis do Sul,0,0,0,0,0,0,0,0,0,0,0,0,0
573,13,Riberão Preto,XXIV,RIBEIRÃO PRETO,35132,AQUÍFERO GUARANI,355140 Serra Azul,0,0,0,0,0,0,0,0,0,0,0,0,0
574,13,Riberão Preto,XXIV,RIBEIRÃO PRETO,35132,AQUÍFERO GUARANI,355150 Serrana,0,0,0,0,0,0,0,0,0,0,0,0,0
575,7,Campinas,XVII,CAMPINAS,35074,CIRCUITO DAS AGUAS,355160 Serra Negra,0,0,0,0,0,0,0,0,0,0,0,0,0
576,13,Riberão Preto,XXIV,RIBEIRÃO PRETO,35131,HORIZONTE VERDE,355170 Sertãozinho,0,1,0,0,0,0,1,1,1,0,0,1,0
577,12,Registro,XXIII,REGISTRO,35121,VALE DO RIBEIRA,355180 Sete Barras,0,0,0,0,0,0,0,0,0,0,0,0,0
578,5,Barretos,XIV,BARRETOS,35051,NORTE-BARRETOS,355190 Severínia,0,0,0,0,0,0,0,0,0,0,0,0,0
579,17,Taubaté,XXXIII,TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,355200 Silveiras,0,0,0,0,0,0,0,0,0,0,0,0,0
580,7,Campinas,XVII,CAMPINAS,35071,BRAGANÇA,355210 Socorro,0,0,0,0,0,0,0,0,0,0,0,0,0
581,16,Sorocaba,XXXI,SOROCABA,35163,SOROCABA,355220 Sorocaba,0,0,0,0,0,0,0,0,0,0,0,0,0
582,2,Araçatuba,XI,ARAÇATUBA,35022,LAGOS DO DRS II,355230 Sud Mennucci,0,0,0,0,0,0,0,0,0,0,0,0,0
583,7,Campinas,XVII,CAMPINAS,35072,REG METRO CAMPINAS,355240 Sumaré,0,0,0,0,0,0,0,0,0,0,0,0,0
584,1,São Paulo,VIII,MOGI DAS CRUZES,35011,ALTO DO TIETÊ,355250 Suzano,0,0,0,0,0,0,0,0,0,0,0,0,0
585,2,Araçatuba,XI,ARAÇATUBA,35022,LAGOS DO DRS II,355255 Suzanápolis,0,0,0,0,0,0,0,0,0,0,0,0,0
586,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35151,CATANDUVA,355260 Tabapuã,0,0,0,0,0,0,0,0,0,0,0,0,0
587,3,Araraquara,XII,ARARAQUARA,35032,CENTRO OESTE DO DRS III,355270 Tabatinga,0,0,0,0,0,0,0,0,0,0,0,0,0
588,1,São Paulo,X,OSASCO,35013,MANANCIAIS,355280 Taboão da Serra,0,0,0,0,0,0,0,0,0,0,0,0,0
589,11,Presidente Prudente,XXI,PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,355290 Taciba,0,0,0,0,0,0,0,0,0,0,0,0,0
590,6,Bauru,XVI,BOTUCATU,35061,VALE DO JURUMIRIM,355300 Taguaí,0,0,0,0,0,0,0,0,0,0,0,0,0
591,5,Barretos,XIV,BARRETOS,35052,SUL-BARRETOS,355310 Taiaçu,0,0,0,0,0,0,0,0,0,0,0,0,0
592,5,Barretos,XIV,BARRETOS,35052,SUL-BARRETOS,355320 Taiúva,0,0,0,0,0,0,0,0,0,0,0,0,0
593,14,São João da Boa Vista,XXVI,SÃO JOÃO DA BOA VISTA,35142,MANTIQUEIRA,355330 Tambaú,0,0,0,0,0,0,0,0,0,0,0,0,0
594,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,355340 Tanabi,0,0,0,0,0,0,0,0,0,0,0,0,0
595,16,Sorocaba,XXXI,SOROCABA,35163,SOROCABA,355350 Tapiraí,0,0,0,0,0,0,0,0,0,0,0,0,0
596,14,São João da Boa Vista,XXVI,SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,355360 Tapiratiba,0,0,0,0,0,0,0,0,0,0,0,0,0
597,5,Barretos,XIV,BARRETOS,35052,SUL-BARRETOS,355365 Taquaral,0,0,0,0,0,0,0,0,0,0,0,0,0
598,3,Araraquara,XII,ARARAQUARA,35033,NORTE DO DRS III,355370 Taquaritinga,0,0,0,0,0,0,0,0,0,0,0,0,0
599,6,Bauru,XVI,BOTUCATU,35061,VALE DO JURUMIRIM,355380 Taquarituba,0,0,0,0,0,0,0,0,0,0,0,0,0
600,16,Sorocaba,XXXII,ITAPEVA,35162,ITAPEVA,355385 Taquarivaí,0,0,0,0,0,0,0,0,0,0,0,0,0
601,11,Presidente Prudente,XXI,PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,355390 Tarabaí,0,0,0,0,0,0,0,0,0,0,0,0,0
602,9,Marília,XIII,ASSIS,35092,ASSIS,355395 Tarumã,0,0,0,0,0,0,0,0,0,0,0,0,0
603,16,Sorocaba,XXXI,SOROCABA,35161,ITAPETININGA,355400 Tatuí,0,0,0,0,0,0,0,0,0,0,0,0,0
604,17,Taubaté,XXXIII,TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,355410 Taubaté,0,0,0,0,0,0,0,0,0,0,0,0,0
605,6,Bauru,XVI,BOTUCATU,35061,VALE DO JURUMIRIM,355420 Tejupá,0,0,0,0,0,0,0,0,0,0,0,0,0
606,11,Presidente Prudente,XXII,PRESIDENTE VENCESLAU,35115,PONTAL DO PARANAPANEMA,355430 Teodoro Sampaio,0,0,0,0,0,0,0,0,0,0,0,0,0
607,5,Barretos,XIV,BARRETOS,35052,SUL-BARRETOS,355440 Terra Roxa,0,0,0,0,0,0,0,0,0,0,0,0,0
608,16,Sorocaba,XXXI,SOROCABA,35163,SOROCABA,355450 Tietê,0,0,0,0,0,0,0,0,0,0,0,0,0
609,9,Marília,XIII,ASSIS,35094,OURINHOS,355460 Timburi,0,0,0,0,0,0,0,0,0,0,0,0,0
610,6,Bauru,XVI,BOTUCATU,35063,POLO CUESTA,355465 Torre de Pedra,0,0,0,0,0,0,0,0,0,0,0,0,0
611,6,Bauru,XV,BAURU,35064,JAU,355470 Torrinha,0,0,0,0,0,0,0,0,0,0,0,0,0
612,3,Araraquara,XII,ARARAQUARA,35031,CENTRAL DO DRS III,355475 Trabiju,0,0,0,0,0,0,0,0,0,0,0,0,0
613,17,Taubaté,XXXIII,TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,355480 Tremembé,0,0,0,0,0,0,0,0,0,0,0,0,0
614,15,São José do Rio Preto,XXX,JALES,35152,SANTA FÉ DO SUL,355490 Três Fronteiras,0,0,0,0,0,0,0,0,0,0,0,0,0
615,7,Campinas,XVII,CAMPINAS,35071,BRAGANÇA,355495 Tuiuti,0,0,0,0,0,0,0,0,0,0,0,0,0
616,9,Marília,XIX,MARÍLIA,35095,TUPÃ,355500 Tupã,0,0,0,0,0,0,0,0,0,0,0,0,0
617,11,Presidente Prudente,XXII,PRESIDENTE VENCESLAU,35111,ALTA PAULISTA,355510 Tupi Paulista,0,0,0,0,0,0,0,0,0,0,0,0,0
618,2,Araçatuba,XI,ARAÇATUBA,35023,CONSÓRCIOS DO DRS II,355520 Turiúba,0,0,0,0,0,0,0,0,0,0,0,0,0
619,15,São José do Rio Preto,XXX,JALES,35154,FERNANDÓPOLIS,355530 Turmalina,0,0,0,0,0,0,0,0,0,0,0,0,0
620,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35156,JOSÉ BONIFÁCIO,355535 Ubarana,0,0,0,0,0,0,0,0,0,0,0,0,0
621,17,Taubaté,XXVIII,CARAGUATATUBA,35173,LITORAL NORTE,355540 Ubatuba,0,0,0,0,0,0,0,0,1,0,0,0,0
622,9,Marília,XIX,MARÍLIA,35093,MARÍLIA,355550 Ubirajara,0,0,0,0,0,0,0,0,0,0,0,0,0
623,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,355560 Uchoa,0,0,0,0,0,0,0,0,0,0,0,0,0
624,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35156,JOSÉ BONIFÁCIO,355570 União Paulista,0,0,0,0,0,0,0,0,0,0,0,0,0
625,15,São José do Rio Preto,XXX,JALES,35153,JALES,355580 Urânia,0,0,0,0,0,0,0,0,0,0,0,0,0
626,6,Bauru,XV,BAURU,35065,LINS,355590 Uru,0,0,0,0,0,0,0,0,0,0,0,0,0
627,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35151,CATANDUVA,355600 Urupês,0,0,0,0,0,0,0,0,0,0,0,0,0
628,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35157,VOTUPORANGA,355610 Valentim Gentil,0,0,0,0,0,0,0,0,0,0,0,0,0
629,7,Campinas,XVII,CAMPINAS,35072,REG METRO CAMPINAS,355620 Valinhos,0,0,0,0,0,0,0,0,0,0,0,0,0
630,2,Araçatuba,XI,ARAÇATUBA,35021,CENTRAL DO DRS II,355630 Valparaíso,0,0,0,0,0,0,0,0,0,0,0,0,0
631,7,Campinas,XVII,CAMPINAS,35071,BRAGANÇA,355635 Vargem,0,0,0,0,0,0,0,0,0,0,0,0,0
632,14,São João da Boa Vista,XXVI,SÃO JOÃO DA BOA VISTA,35142,MANTIQUEIRA,355640 Vargem Grande do Sul,0,0,0,0,0,0,0,0,0,0,0,0,0
633,1,São Paulo,X,OSASCO,35013,MANANCIAIS,355645 Vargem Grande Paulista,0,0,0,0,0,0,0,0,0,0,0,0,0
634,7,Campinas,XVII,CAMPINAS,35073,JUNDIAÍ,355650 Várzea Paulista,0,0,0,0,0,0,0,0,0,0,0,0,0
635,9,Marília,XIX,MARÍLIA,35093,MARÍLIA,355660 Vera Cruz,0,0,0,0,0,0,0,0,0,0,0,0,0
636,7,Campinas,XVII,CAMPINAS,35072,REG METRO CAMPINAS,355670 Vinhedo,0,0,0,0,0,0,0,0,0,0,0,0,0
637,5,Barretos,XIV,BARRETOS,35052,SUL-BARRETOS,355680 Viradouro,0,0,0,0,0,0,0,0,0,0,0,0,0
638,5,Barretos,XIV,BARRETOS,35052,SUL-BARRETOS,355690 Vista Alegre do Alto,0,0,0,0,0,0,0,0,0,0,0,0,0
639,15,São José do Rio Preto,XXX,JALES,35153,JALES,355695 Vitória Brasil,0,0,0,0,0,0,0,0,0,0,0,0,0
640,16,Sorocaba,XXXI,SOROCABA,35163,SOROCABA,355700 Votorantim,0,0,0,0,0,0,0,0,0,0,0,0,0
641,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35157,VOTUPORANGA,355710 Votuporanga,0,0,0,0,0,0,0,0,0,0,0,0,0
642,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35156,JOSÉ BONIFÁCIO,355715 Zacarias,0,0,0,0,0,0,0,0,0,0,0,0,0
643,9,Marília,XIII,ASSIS,35094,OURINHOS,355720 Chavantes,0,0,0,0,0,0,0,0,0,0,0,0,0
644,14,São João da Boa Vista,XXVI,SÃO JOÃO DA BOA VISTA,35141,BAIXA MOGIANA,355730 Estiva Gerbi,0,0,0,0,0,0,0,0,0,0,0,0,0
