,Num_DRS,DRS,Num_GVE,GVE,Num_Região_Saúde,RegiãodeSaúde,Num_Municipio
221,3,Araraquara,XII,ARARAQUARA,35034,CORAÇÃO DO DRS III,351930
222,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,351940
223,9,Marília,XIII,ASSIS,35094,OURINHOS,351950
224,3,Araraquara,XII,ARARAQUARA,35032,CENTRO OESTE DO DRS III,351960
225,16,Sorocaba,XXXI,SOROCABA,35163,SOROCABA,351970
226,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,351980
227,11,Presidente Prudente,XXI,PRESIDENTE PRUDENTE,35113,ALTO CAPIVARI,351990
228,6,Bauru,XV,BAURU,35064,JAU,352000
229,8,Franca,XVIII,FRANCA,35083,ALTA MOGIANA,352010
230,17,Taubaté,XXVII,SÃO JOSÉ DOS CAMPOS,35171,ALTO VALE DO PARAÍBA,352020
231,12,Registro,XXIII,REGISTRO,35121,VALE DO RIBEIRA,352030
232,17,Taubaté,XXVIII,CARAGUATATUBA,35173,LITORAL NORTE,352040
233,12,Registro,XXIII,REGISTRO,35121,VALE DO RIBEIRA,352042
234,2,Araçatuba,XI,ARAÇATUBA,35022,LAGOS DO DRS II,352044
235,7,Campinas,XVII,CAMPINAS,35072,REG METRO CAMPINAS,352050
236,11,Presidente Prudente,XXI,PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,352060
237,15,São José do Rio Preto,XXX,JALES,35154,FERNANDÓPOLIS,352070
238,9,Marília,XIX,MARÍLIA,35091,ADAMANTINA,352080
239,9,Marília,XIII,ASSIS,35094,OURINHOS,352090
240,16,Sorocaba,XXXI,SOROCABA,35163,SOROCABA,352100
241,10,Piracicaba,XX,PIRACICABA,35104,RIO CLARO,352110
242,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,352115
243,12,Registro,XXIII,REGISTRO,35121,VALE DO RIBEIRA,352120
244,8,Franca,XVIII,FRANCA,35082,ALTA ANHANGUERA,352130
245,10,Piracicaba,XX,PIRACICABA,35102,LIMEIRA,352140
246,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35151,CATANDUVA,352150
247,11,Presidente Prudente,XXII,PRESIDENTE VENCESLAU,35111,ALTA PAULISTA,352160
248,16,Sorocaba,XXXII,ITAPEVA,35162,ITAPEVA,352170
249,6,Bauru,XVI,BOTUCATU,35061,VALE DO JURUMIRIM,352180
250,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35151,CATANDUVA,352190
251,6,Bauru,XV,BAURU,35064,JAU,352200
252,4,Baixada Santista,XXV,SANTOS,35041,BAIXADA SANTISTA,352210
253,16,Sorocaba,XXXII,ITAPEVA,35162,ITAPEVA,352215
254,1,São Paulo,X,OSASCO,35013,MANANCIAIS,352220
255,16,Sorocaba,XXXI,SOROCABA,35161,ITAPETININGA,352230
256,16,Sorocaba,XXXII,ITAPEVA,35162,ITAPEVA,352240
257,1,São Paulo,X,OSASCO,35014,ROTA DOS BANDEIRANTES,352250
258,14,São João da Boa Vista,XXVI,SÃO JOÃO DA BOA VISTA,35141,BAIXA MOGIANA,352260
259,16,Sorocaba,XXXII,ITAPEVA,35162,ITAPEVA,352265
260,3,Araraquara,XII,ARARAQUARA,35032,CENTRO OESTE DO DRS III,352270
261,6,Bauru,XVI,BOTUCATU,35061,VALE DO JURUMIRIM,352280
262,6,Bauru,XV,BAURU,35064,JAU,352290
263,2,Araçatuba,XI,ARAÇATUBA,35022,LAGOS DO DRS II,352300
264,1,São Paulo,VIII,MOGI DAS CRUZES,35011,ALTO DO TIETÊ,352310
265,16,Sorocaba,XXXII,ITAPEVA,35162,ITAPEVA,352320
266,12,Registro,XXIII,REGISTRO,35121,VALE DO RIBEIRA,352330
267,7,Campinas,XVII,CAMPINAS,35072,REG METRO CAMPINAS,352340
268,6,Bauru,XVI,BOTUCATU,35063,POLO CUESTA,352350
269,10,Piracicaba,XX,PIRACICABA,35104,RIO CLARO,352360
270,8,Franca,XVIII,FRANCA,35081,TRÊS COLINAS,352370
271,14,São João da Boa Vista,XXVI,SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380
272,16,Sorocaba,XXXI,SOROCABA,35163,SOROCABA,352390
273,7,Campinas,XVII,CAMPINAS,35073,JUNDIAÍ,352400
274,8,Franca,XVIII,FRANCA,35083,ALTA MOGIANA,352410
275,5,Barretos,XIV,BARRETOS,35051,NORTE-BARRETOS,352420
276,13,Riberão Preto,XXIV,RIBEIRÃO PRETO,35131,HORIZONTE VERDE,352430
277,17,Taubaté,XXVII,SÃO JOSÉ DOS CAMPOS,35171,ALTO VALE DO PARAÍBA,352440
278,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35156,JOSÉ BONIFÁCIO,352450
279,12,Registro,XXIII,REGISTRO,35121,VALE DO RIBEIRA,352460
280,7,Campinas,XVII,CAMPINAS,35072,REG METRO CAMPINAS,352470
281,15,São José do Rio Preto,XXX,JALES,35153,JALES,352480
282,17,Taubaté,XXVII,SÃO JOSÉ DOS CAMPOS,35171,ALTO VALE DO PARAÍBA,352490
283,1,São Paulo,X,OSASCO,35014,ROTA DOS BANDEIRANTES,352500
284,13,Riberão Preto,XXIV,RIBEIRÃO PRETO,35132,AQUÍFERO GUARANI,352510
285,7,Campinas,XVII,CAMPINAS,35073,JUNDIAÍ,352520
286,6,Bauru,XV,BAURU,35064,JAU,352530
287,8,Franca,XVIII,FRANCA,35081,TRÊS COLINAS,352540
288,7,Campinas,XVII,CAMPINAS,35071,BRAGANÇA,352550
289,11,Presidente Prudente,XXI,PRESIDENTE PRUDENTE,35113,ALTO CAPIVARI,352560
290,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35156,JOSÉ BONIFÁCIO,352570
291,9,Marília,XIX,MARÍLIA,35093,MARÍLIA,352580
292,16,Sorocaba,XXXI,SOROCABA,35163,SOROCABA,352585
293,7,Campinas,XVII,CAMPINAS,35073,JUNDIAÍ,352590
294,11,Presidente Prudente,XXII,PRESIDENTE VENCESLAU,35111,ALTA PAULISTA,352600
295,12,Registro,XXIII,REGISTRO,35121,VALE DO RIBEIRA,352610
296,1,São Paulo,X,OSASCO,35013,MANANCIAIS,352620
297,17,Taubaté,XXXIII,TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,352630
298,6,Bauru,XVI,BOTUCATU,35063,POLO CUESTA,352640
299,2,Araçatuba,XI,ARAÇATUBA,35022,LAGOS DO DRS II,352650
300,17,Taubaté,XXXIII,TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,352660
301,10,Piracicaba,XX,PIRACICABA,35101,ARARAS,352670
302,6,Bauru,XV,BAURU,35062,BAURU,352680
303,10,Piracicaba,XX,PIRACICABA,35102,LIMEIRA,352690
304,7,Campinas,XVII,CAMPINAS,35074,CIRCUITO DAS AGUAS,352700
305,6,Bauru,XV,BAURU,35065,LINS,352710
306,17,Taubaté,XXXIII,TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,352720
307,2,Araçatuba,XI,ARAÇATUBA,35023,CONSÓRCIOS DO DRS II,352725
308,7,Campinas,XVII,CAMPINAS,35073,JUNDIAÍ,352730
309,9,Marília,XIX,MARÍLIA,35091,ADAMANTINA,352740
310,6,Bauru,XV,BAURU,35062,BAURU,352750
311,13,Riberão Preto,XXIV,RIBEIRÃO PRETO,35132,AQUÍFERO GUARANI,352760
312,2,Araçatuba,XI,ARAÇATUBA,35023,CONSÓRCIOS DO DRS II,352770
313,9,Marília,XIX,MARÍLIA,35093,MARÍLIA,352780
314,9,Marília,XIII,ASSIS,35092,ASSIS,352790
315,6,Bauru,XV,BAURU,35062,BAURU,352800
316,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35157,VOTUPORANGA,352810
317,15,São José do Rio Preto,XXX,JALES,35154,FERNANDÓPOLIS,352820
318,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35157,VOTUPORANGA,352830
319,16,Sorocaba,XXXI,SOROCABA,35163,SOROCABA,352840
320,1,São Paulo,IX,FRANCO DA ROCHA,35012,FRANCO DA ROCHA,352850
321,6,Bauru,XVI,BOTUCATU,35061,VALE DO JURUMIRIM,352860
322,11,Presidente Prudente,XXII,PRESIDENTE VENCESLAU,35114,EXTREMO OESTE PAULISTA,352870
323,9,Marília,XIII,ASSIS,35092,ASSIS,352880
324,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35151,CATANDUVA,352885
325,9,Marília,XIX,MARÍLIA,35091,ADAMANTINA,352890
326,9,Marília,XIX,MARÍLIA,35093,MARÍLIA,352900
327,15,São José do Rio Preto,XXX,JALES,35153,JALES,352910
328,11,Presidente Prudente,XXI,PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,352920
329,3,Araraquara,XII,ARARAQUARA,35033,NORTE DO DRS III,352930
330,1,São Paulo,VII,SANTO ANDRÉ,35015,GRANDE ABC,352940
331,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35156,JOSÉ BONIFÁCIO,352950
332,15,São José do Rio Preto,XXX,JALES,35154,FERNANDÓPOLIS,352960
333,15,São José do Rio Preto,XXX,JALES,35153,JALES,352965
334,8,Franca,XVIII,FRANCA,35083,ALTA MOGIANA,352970
335,6,Bauru,XV,BAURU,35064,JAU,352980
336,12,Registro,XXIII,REGISTRO,35121,VALE DO RIBEIRA,352990
337,15,São José do Rio Preto,XXX,JALES,35154,FERNANDÓPOLIS,353000
338,2,Araçatuba,XI,ARAÇATUBA,35022,LAGOS DO DRS II,353010
339,11,Presidente Prudente,XXII,PRESIDENTE VENCESLAU,35115,PONTAL DO PARANAPANEMA,353020
340,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,353030
341,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,353040
342,14,São João da Boa Vista,XXVI,SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,353050
343,1,São Paulo,VIII,MOGI DAS CRUZES,35011,ALTO DO TIETÊ,353060
344,14,São João da Boa Vista,XXVI,SÃO JOÃO DA BOA VISTA,35141,BAIXA MOGIANA,353070
345,14,São João da Boa Vista,XXVI,SÃO JOÃO DA BOA VISTA,35141,BAIXA MOGIANA,353080
346,10,Piracicaba,XX,PIRACICABA,35103,PIRACICABA,353090
347,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35157,VOTUPORANGA,353100
348,4,Baixada Santista,XXV,SANTOS,35041,BAIXADA SANTISTA,353110
349,7,Campinas,XVII,CAMPINAS,35074,CIRCUITO DAS AGUAS,353120
350,13,Riberão Preto,XXIV,RIBEIRÃO PRETO,35131,HORIZONTE VERDE,353130
351,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35156,JOSÉ BONIFÁCIO,353140
352,5,Barretos,XIV,BARRETOS,35052,SUL-BARRETOS,353150
353,11,Presidente Prudente,XXII,PRESIDENTE VENCESLAU,35111,ALTA PAULISTA,353160
354,17,Taubaté,XXVII,SÃO JOSÉ DOS CAMPOS,35171,ALTO VALE DO PARAÍBA,353170
355,7,Campinas,XVII,CAMPINAS,35072,REG METRO CAMPINAS,353180
356,8,Franca,XVIII,FRANCA,35082,ALTA ANHANGUERA,353190
357,7,Campinas,XVII,CAMPINAS,35072,REG METRO CAMPINAS,353200
358,3,Araraquara,XII,ARARAQUARA,35031,CENTRAL DO DRS III,353205
359,2,Araçatuba,XI,ARAÇATUBA,35022,LAGOS DO DRS II,353210
360,11,Presidente Prudente,XXI,PRESIDENTE PRUDENTE,35113,ALTO CAPIVARI,353215
361,11,Presidente Prudente,XXI,PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,353220
362,17,Taubaté,XXXIII,TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,353230
363,7,Campinas,XVII,CAMPINAS,35071,BRAGANÇA,353240
364,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,353250
365,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35157,VOTUPORANGA,353260
366,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35156,JOSÉ BONIFÁCIO,353270
367,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,353280
368,16,Sorocaba,XXXII,ITAPEVA,35162,ITAPEVA,353282
369,15,São José do Rio Preto,XXX,JALES,35152,SANTA FÉ DO SUL,353284
370,2,Araçatuba,XI,ARAÇATUBA,35021,CENTRAL DO DRS II,353286
371,3,Araraquara,XII,ARARAQUARA,35032,CENTRO OESTE DO DRS III,353290
372,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,353300
373,11,Presidente Prudente,XXII,PRESIDENTE VENCESLAU,35111,ALTA PAULISTA,353310
374,2,Araçatuba,XI,ARAÇATUBA,35022,LAGOS DO DRS II,353320
375,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35151,CATANDUVA,353325
376,2,Araçatuba,XI,ARAÇATUBA,35021,CENTRAL DO DRS II,353330
377,7,Campinas,XVII,CAMPINAS,35072,REG METRO CAMPINAS,353340
378,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35151,CATANDUVA,353350
379,8,Franca,XVIII,FRANCA,35082,ALTA ANHANGUERA,353360
380,9,Marília,XIX,MARÍLIA,35093,MARÍLIA,353370
381,9,Marília,XIII,ASSIS,35094,OURINHOS,353380
382,5,Barretos,XIV,BARRETOS,35051,NORTE-BARRETOS,353390
383,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,353400
384,9,Marília,XIX,MARÍLIA,35093,MARÍLIA,353410
385,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,353420
386,8,Franca,XVIII,FRANCA,35082,ALTA ANHANGUERA,353430
387,1,São Paulo,X,OSASCO,35014,ROTA DOS BANDEIRANTES,353440
388,9,Marília,XIX,MARÍLIA,35093,MARÍLIA,353450
389,9,Marília,XIX,MARÍLIA,35091,ADAMANTINA,353460
390,9,Marília,XIII,ASSIS,35094,OURINHOS,353470
391,15,São José do Rio Preto,XXX,JALES,35154,FERNANDÓPOLIS,353475
392,11,Presidente Prudente,XXII,PRESIDENTE VENCESLAU,35111,ALTA PAULISTA,353480
393,9,Marília,XIX,MARÍLIA,35091,ADAMANTINA,353490
394,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,353500
395,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35151,CATANDUVA,353510
396,15,São José do Rio Preto,XXX,JALES,35153,JALES,353520
397,9,Marília,XIII,ASSIS,35092,ASSIS,353530
398,11,Presidente Prudente,XXII,PRESIDENTE VENCESLAU,35111,ALTA PAULISTA,353540
399,9,Marília,XIII,ASSIS,35092,ASSIS,353550
400,17,Taubaté,XXVII,SÃO JOSÉ DOS CAMPOS,35171,ALTO VALE DO PARAÍBA,353560
401,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35151,CATANDUVA,353570
402,6,Bauru,XVI,BOTUCATU,35061,VALE DO JURUMIRIM,353580
403,15,São José do Rio Preto,XXX,JALES,35153,JALES,353590
404,9,Marília,XIX,MARÍLIA,35095,TUPÃ,353600
405,6,Bauru,XVI,BOTUCATU,35063,POLO CUESTA,353610
406,12,Registro,XXIII,REGISTRO,35121,VALE DO RIBEIRA,353620
407,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35157,VOTUPORANGA,353625
408,8,Franca,XVIII,FRANCA,35081,TRÊS COLINAS,353630
409,11,Presidente Prudente,XXII,PRESIDENTE VENCESLAU,35111,ALTA PAULISTA,353640
410,7,Campinas,XVII,CAMPINAS,35072,REG METRO CAMPINAS,353650
411,6,Bauru,XV,BAURU,35062,BAURU,353657
412,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,353660
413,6,Bauru,XV,BAURU,35062,BAURU,353670
414,7,Campinas,XVII,CAMPINAS,35071,BRAGANÇA,353680
415,15,São José do Rio Preto,XXX,JALES,35154,FERNANDÓPOLIS,353690
416,8,Franca,XVIII,FRANCA,35081,TRÊS COLINAS,353700
417,7,Campinas,XVII,CAMPINAS,35072,REG METRO CAMPINAS,353710
418,9,Marília,XIII,ASSIS,35092,ASSIS,353715
419,12,Registro,XXIII,REGISTRO,35121,VALE DO RIBEIRA,353720
420,2,Araçatuba,XI,ARAÇATUBA,35023,CONSÓRCIOS DO DRS II,353730
421,2,Araçatuba,XI,ARAÇATUBA,35022,LAGOS DO DRS II,353740
422,6,Bauru,XVI,BOTUCATU,35063,POLO CUESTA,353750
423,4,Baixada Santista,XXV,SANTOS,35041,BAIXADA SANTISTA,353760
424,2,Araçatuba,XI,ARAÇATUBA,35023,CONSÓRCIOS DO DRS II,353770
425,16,Sorocaba,XXXI,SOROCABA,35163,SOROCABA,353780
426,16,Sorocaba,XXXI,SOROCABA,35163,SOROCABA,353790
427,17,Taubaté,XXXIII,TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,353800
428,15,São José do Rio Preto,XXIX,SÃO JOSÉ DO RIO PRETO,35151,CATANDUVA,353810
429,7,Campinas,XVII,CAMPINAS,35071,BRAGANÇA,353820
430,11,Presidente Prudente,XXII,PRESIDENTE VENCESLAU,35114,EXTREMO OESTE PAULISTA,353830
431,17,Taubaté,XXXIII,TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,353850
432,7,Campinas,XVII,CAMPINAS,35071,BRAGANÇA,353860
